word1,word2,freq
描述,nsubj 人类,1
描述,dobj 穿着,1
还有,dobj 纹理,1
技能,nsubj 这,1
给出,nsubj 问题,1
给出,dobj 图像,1
识别,nsubj 系统,1
识别,dobj 特征,1
描述,dobj 图像,1
完成,nsubj 视觉,1
远超,nsubj 任务,1
远超,dobj 领域,1
存在,nsubj 它们,1
存在,dobj 共同点,1
了解,nsubj 我们,1
了解,dobj 差异,1
处理,nsubj 图像,1
处理,dobj 处理,1
处理,dobj 图像,1
应用,dobj 某种,1
改进,nsubj 目标,1
改进,dobj 图像,1
作为,dobj 输入,1
描述,nsubj 目标,1
解释,dobj 图像,1
旋转,dobj 组件,1
用于,nsubj 视觉,1
用于,nsubj 视觉,1
执行,dobj 特例,1
检查,nsubj 系统,1
检查,dobj 容器,1
封装,nsubj 成品,1
帮助,dobj 产品,1
解决,nsubj 计算机,1
解决,nsubj 视觉,1
解决,dobj 问题,1
脸识,nsubj 人,1
实现,dobj 搜索,1
帮助,dobj 方法,1
应用,nsubj 行业,1
理解,nsubj 人类,1
理解,dobj 场景,1
稍加,dobj 训练,1
解释,dobj 图像,1
复杂,nsubj 领域,1
拥有,nsubj 它,1
拥有,dobj 应用,1
到,dobj 行业,1
利用,nsubj 公司,1
利用,dobj 能力,1
依赖于,dobj 机器,1
视觉,nsubj 具体地说,1
带来,nsubj 创新,1
到,dobj 利好,1
看看,nsubj 我们,1
受,dobj 计算机,1
大,nsubj 影响,1
应用,nsubj 行业,1
成为,nsubj 视觉,1
成为,dobj 之一,1
介绍,nsubj 下文,1
介绍,dobj 用例,1
想,nsubj 你,1
有,dobj 了解,1
参考,dobj learning,1
追踪,nsubj 行为,1
实体,dobj 计算机,1
实体,dobj 摄像头,1
了解,dobj 行为,1
识别,nsubj 算法,1
识别,dobj 人脸,1
确定,dobj 特征,1
利用,dobj 计算机,1
追踪,nsubj 技术,1
追踪,dobj 顾客,1
追踪,dobj 轨迹,1
分析,dobj 路线,1
受到,nsubj 店面,1
受到,dobj 注意,1
统计,dobj 次数,1
添加,dobj 方向,1
回答,dobj 问题,1
提升,dobj 体验,1
开发,nsubj 计算机,1
开发,dobj 工具,1
脸识,nsubj 人,1
算法,nsubj 脸识,1
用于,nsubj 算法,1
知,nsubj 识别,1
用于,dobj 扒手,1
检测,dobj 顾客,1
放入,dobj 背包,1
有,nsubj 视觉,1
有,dobj 应用,1
估计,nsubj 算法,1
生成,nsubj 商品,1
帮助,nsubj 它,1
帮助,dobj 管理者,1
察觉,dobj 需求,1
作出,dobj 反应,1
分析,nsubj 应用,1
分析,dobj 情况,1
发现,dobj 空间,1
提供,nsubj 算法,1
提供,dobj 方案,1
中断,nsubj 问题,1
中断,nsubj 机器,1
导致,nsubj 问题,1
导致,dobj 损失,1
实施,dobj 维护,1
证实,dobj 方法,1
发现,nsubj 算法,1
来自,dobj 摄像头,1
发现,dobj 问题,1
预测,nsubj 系统,1
中断,nsubj 机器人,1
用于,nsubj 这,1
降低,dobj 不良率,1
检测,nsubj 系统,1
检测,dobj 缺陷,1
使得,nsubj 这,1
使得,dobj 制造商,1
采取,dobj 办法,1
严重,nsubj 缺陷,1
继续,nsubj 流程,1
标记,nsubj 产品,1
指向,dobj 路径,1
停止,dobj 生产线,1
进行,nsubj 系统,1
进行,dobj 训练,1
进行,dobj 分类,1
庞大,nsubj 行业,1
庞大,nsubj 数量,1
例子,nsubj 分析,1
提升,nsubj 它,1
提升,dobj 流程,1
进行,nsubj 系统,1
扫描,nsubj CT,1
扫描,dobj 图像,1
进行,dobj 分析,1
找出,dobj 肿瘤,1
搜索,dobj 症状,1
分析,nsubj 图像,1
提取,nsubj 技术,1
训练,dobj 检测,1
训练,dobj 分类器,1
需要,nsubj 应用,1
需要,dobj 处理,1
进行,dobj 分析,1
分割,dobj 图像,1
找出,dobj 息肉,1
结,dobj 直肠癌,1
渲染,dobj CT,1
扫描,dobj 体,1
观察,nsubj 上图,1
观察,dobj 元素,1
分割,nsubj 图像,1
观察,dobj 结果,1
分割,nsubj 系统,1
分割,dobj 部分,1
投入,nsubj 应用,1
投入,dobj 使用,1
估计,dobj 情况,1
没有,dobj MRI,1
用武之地,nsubj 图像,1
提供,nsubj 技术,1
提供,dobj 帮助,1
事物,nsubj 系统,1
提供,dobj 体验,1
追踪,nsubj 视线,1
分析,nsubj 眼部,1
检测,dobj 障碍,1
自闭症,nsubj 儿童,1
阅读,dobj 障碍,1
相关,nsubj 行为,1
思考,nsubj 你,1
看,nsubj 汽车,1
看,dobj 路,1
扮演,nsubj 视觉,1
扮演,dobj 角色,1
帮助,nsubj 它,1
帮助,dobj 驾驶,1
驾驶,dobj 感知,1
了解,dobj 环境,1
令,nsubj 计算机,1
令,nsubj 视觉,1
令,dobj 人,1
检测,nsubj 之一,1
包括,nsubj 这,1
进行,dobj 分类,1
行人,nsubj 对象,1
示,nsubj 图,1
驾驶,dobj 检测,1
q,dobj WwFp2yXJow,1
进行,nsubj 技术,1
来自,dobj 来源,1
进行,dobj 分析,1
使得,dobj 汽车,1
任务,nsubj 检测,1
讨论,nsubj 我们,1
探讨,nsubj 文章,1
探讨,dobj 主题,1
参见,dobj blog,1
大,nsubj 视觉,1
大,nsubj 影响,1
指导,nsubj 应用,1
指导,dobj 客户,1
进行,dobj 处理,1
分析,nsubj 它,1
分析,dobj 图像,1
分析,dobj 经纪人,1
估计,nsubj 它,1
维护,dobj 费用,1
存在,nsubj 检测,1
存在,dobj 欺诈,1
缩短,dobj 流程,1
提供,dobj 体验,1
大,nsubj 视觉,1
避免,dobj 方面,1
大,nsubj 用处,1
阻止,dobj 碰撞,1
改变,dobj 保险业,1
有,nsubj 视觉,1
有,dobj 影响,1
精准,dobj 农业,1
生产,nsubj 粮食,1
存在,dobj 应用,1
面临,nsubj 生产,1
面临,dobj 问题,1
监控,nsubj 问题,1
检测,nsubj 算法,1
帮助,nsubj 诊断,1
帮助,dobj 农民,1
采取,dobj 措施,1
减少,dobj 损失,1
保证,dobj 质量,1
除草,nsubj 挑战,1
产生,nsubj 杂草,1
产生,dobj 抗药性,1
带来,dobj 损失,1
配备,dobj 计算机,1
配备,dobj 技术,1
出现,dobj 机器人,1
监控,nsubj 它们,1
监控,dobj 农田,1
出现,dobj 除草剂,1
节约,nsubj 这,1
使用,dobj 量,1
带来,dobj 益处,1
因素,nsubj 质量,1
识别,nsubj 应用,1
缺乏,nsubj 营养,1
缺乏,dobj 问题,1
提供,nsubj 应用,1
提供,dobj 土壤,1
恢复,dobj 可能,1
提供,dobj 方案,1
用于,nsubj 视觉,1
用于,dobj 分类,1
进行,nsubj 算法,1
识别,dobj 花卉,1
进行,dobj 分类,1
检测,nsubj 算法,1
检测,dobj 缺陷,1
长,nsubj 保鲜期,1
放置,nsubj 哪些,1
延长,nsubj 这,1
延长,dobj 保鲜期,1
上市,nsubj 农产品,1
减少,dobj 时间,1
类似,nsubj 安防,1
类似,nsubj 零售业,1
具备,dobj 要求,1
拍摄,nsubj 应用,1
进行,dobj 分析,1
识别,dobj 顾客,1
工具,nsubj 计算机,1
工具,nsubj 视觉,1
用于,nsubj 它,1
改进,dobj 检验,1
分析,nsubj 计算机,1
分析,nsubj 视觉,1
分析,dobj 图像,1
有,dobj 意义,1
提供,dobj 描述,1
提供,dobj 因素,1
应用,nsubj 计算机,1
应用,nsubj 视觉,1
搜索,dobj 援救,1
复制,nsubj 任务,1
复制,dobj 系统,1
基于,nsubj 视觉,1
基于,dobj 任务,1
实现,dobj 应用,1
识别,nsubj 任务,1
涉及,nsubj 识别,1
包含,nsubj 图像,1
涉及,dobj 对象,1
分类,nsubj 任务,1
进行,nsubj 它,1
进行,dobj 分类,1
看,nsubj 我们,1
看,dobj 例子,1
想,nsubj 我们,1
包含,nsubj 图像,1
进行,nsubj 景点,1
进行,dobj 分类,1
任务,nsubj 我们,1
构建,nsubj 任务,1
构建,dobj 分类器,1
提供,dobj 图像,1
见,dobj 下图,1
认为,nsubj 分类器,1
属于,nsubj 图像,1
包含,dobj 景点,1
属于,dobj 类别,1
意味着,nsubj 这,1
认出,nsubj 分类器,1
认出,dobj 埃菲尔铁,1
认出,dobj 塔,1
见,nsubj 它,1
见,dobj 照片,1
包含,dobj 景点,1
处理,nsubj 版本,1
处理,dobj 类别,1
类型,nsubj 分类器,1
输入,nsubj 图像,1
有,dobj 答案,1
假设,nsubj 定位,1
想,nsubj 我们,1
知道,dobj 名称,1
找出,nsubj 目标,1
找出,dobj 位置,1
标记,nsubj 位置,1
出,nsubj 框,1
定义,nsubj pg,1
执行,dobj 定位,1
定义,nsubj 方式,1
围住,nsubj 对象,1
定义,dobj 框,1
任务,nsubj 定位,1
执行,nsubj 它,1
执行,dobj 对象,1
构建,dobj 景点,1
集,nsubj 数据,1
想象,nsubj 我们,1
包含,dobj 动作,1
执行,nsubj 对象,1
执行,dobj 动作,1
检测,nsubj 这,1
未知,nsubj 数量,1
找出,nsubj 目标,1
找出,dobj 对象,1
进行,dobj 分类,1
看到,nsubj 我们,1
识别,nsubj 系统,1
识别,dobj 对象,1
包含,dobj 标志牌,1
算,nsubj 问题,1
显示,nsubj 对象,1
显示,dobj 一部分,1
重叠,nsubj 一部分,1
重叠,nsubj 彼此,1
大,nsubj 差别,1
计数,nsubj 应用,1
广泛,nsubj 它,1
广泛,nsubj 应用,1
计算,dobj 水果,1
到,dobj 人数,1
有,nsubj 检测,1
有,dobj 不同,1
使用,nsubj 它们,1
使用,dobj 技术,1
给出,dobj 对象,1
识别,nsubj 目标,1
找出,nsubj 目标,1
找出,dobj 实例,1
分类,nsubj 这,1
出现,nsubj 对象,1
执行,dobj 定位,1
包含,nsubj 搜索,1
logo,nsubj 公司,1
例子,nsubj 图像,1
图像,nsubj 例子,1
拍摄,nsubj 摄像头,1
图像,dobj 面部,1
分割,nsubj 我们,1
涉及,nsubj 它,1
找出,dobj 对象,1
创建,dobj 掩码,1
分割,nsubj 图注,1
分割,dobj 结果,1
看到,nsubj 你,1
分割,dobj 算法,1
创建,nsubj 汽车,1
创建,dobj 掩码,1
完整,nsubj 结果,1
执行,dobj 任务,1
高,nsubj 成本,1
分割,dobj 技术,1
使得,dobj 任务,1
简单,nsubj 实现,1
禁止,nsubj 法律,1
禁止,dobj 媒体,1
暴露,dobj 形象,1
使用,dobj 实例,1
分割,dobj 技术,1
模糊,dobj 面部,1
追踪,nsubj 目标,1
追踪,dobj 目标,1
移动,nsubj 时间,1
使用,nsubj 它,1
使用,dobj 帧,1
作为,dobj 输入,1
必要,nsubj 功能,1
执行,nsubj 它们,1
到,dobj 挡球,1
执行,dobj 任务,1
追踪,nsubj 目标,1
实现,nsubj 它,1
实现,dobj 规划,1
追踪,nsubj 目标,1
追踪,nsubj 人,1
理解,dobj 行为,1
包括,dobj 系统,1
追踪,nsubj 目标,1
追踪,nsubj 方式,1
实例,nsubj 对象,1
确定,dobj 轨迹,1
高昂,nsubj 缺陷,1
高昂,nsubj 成本,1
捕捉,nsubj 方式,1
一,nsubj 对象,1
出现,nsubj 对象,1
识别,dobj 对象,1
辨别,dobj 轨迹,1
检测,nsubj 方法,1
检测,dobj 对象,1
知道,nsubj 它,1
情况,nsubj 对象,1
示,nsubj 计算机,1
运行,nsubj 视觉,1
示,nsubj 原理,1
方式,nsubj 目标,1
实现,nsubj 算法,1
实现,dobj 目标,1
介绍,nsubj 本文,1
介绍,dobj 概念,1
改变,nsubj 技术,1
改变,dobj 领域,1
成为,nsubj 方法,1
成为,dobj 操作,1
超过,nsubj 性能,1
使用,dobj 计算机,1
达到,nsubj 技术,1
超过,dobj 结果,1
展示,nsubj 四,1
构建,nsubj CNN,1
构建,dobj 计算机,1
展示,dobj 方法,1
创建,dobj 包含,1
标注,dobj 图像,1
使用,dobj 数据,1
创建,dobj 集,1
进行,dobj 级,1
进行,dobj 问题,1
待,dobj 任务,1
识别,dobj 人脸,1
识别,dobj 器官,1
存在,nsubj 特征,1
存在,dobj 区别,1
意味着,nsubj 训练,1
学习,dobj 模型,1
输入,dobj 图像,1
解决,nsubj 模型,1
解决,dobj 任务,1
不同于,dobj 训练,1
不同于,dobj 图像,1
使用,dobj 模型,1
测试,dobj 模型,1
测试,dobj 准确率,1
基础,nsubj 策略,1
不错,nsubj 效果,1
叫做,nsubj 方法,1
监督,dobj 学习,1
包含,nsubj 它,1
待,nsubj 模型,1
待,dobj 现象,1
集,nsubj 数据,1
构建,dobj 数据,1
高昂,nsubj 成本,1
至关重要,nsubj 它们,1
有,nsubj 幸运,1
集,nsubj 数据,1
大,nsubj 规模,1
ImageNet,nsubj 大,1
标注,nsubj 数据,1
标注,dobj 图像,1
图像,nsubj 数据,1
具备,dobj 边界,1
标注,nsubj 框,1
带有,dobj 框,1
标注,nsubj 属性,1
集,nsubj 数据,1
集,nsubj 集,1
集,nsubj Micros,1
in,nsubj Common,1
),nsubj COCO,1
包含,nsubj 它,1
包含,dobj 类别,1
识别,nsubj 类别,1
识别,nsubj 孩童,1
标注,dobj 实例,1
标注,nsubj 数据,1
标注,dobj 图像,1
集,nsubj 领域,1
有,dobj 任务,1
包含,nsubj 数据,1
超过,dobj 名人,1
包含,dobj 图像,1
包含,dobj 图像,1
属于,dobj 类别,1
包括,dobj 植物,1
解决,nsubj 方法,1
解决,dobj 问题,1
Viola,nsubj Paul,1
成为,nsubj 方法,1
成为,dobj 方法,1
检测,nsubj 方法,1
检测,dobj 类别,1
启发,nsubj 它,1
受,dobj 人脸,1
受,dobj 目标,1
快速,nsubj 方法,1
执行,nsubj 它,1
浪费,dobj 能力,1
执行,dobj 人脸,1
训练,nsubj 特征,1
表示,nsubj 特征,1
计算,nsubj 线,1
检测,dobj 案例,1
捕捉,nsubj 特征,1
捕捉,dobj 元素,1
需要,nsubj 方法,1
需要,dobj 正类,1
负类,dobj 样本,1
检测,dobj 面部,1
讨论,nsubj 本文,1
讨论,dobj 细节,1
展示,nsubj 图,1
展示,dobj 过程,1
变革,dobj 学习,1
成为,nsubj 方法,1
成为,dobj 技术,1
易于,nsubj CNN,1
易于,dobj 理解,1
提出,nsubj 作者,1
提出,dobj 流程,1
利用,dobj 候选,1
利用,dobj proposal,1
利用,dobj 方法,1
提取,dobj 对象,1
识别,nsubj CNN,1
识别,dobj 特征,1
支持,dobj 向量,1
支持,dobj 机,1
进行,dobj 分类,1
提出,nsubj 方法,1
for,dobj Recognition,1
算法,nsubj CNN,1
使用,dobj 方法,1
重要,nsubj 步骤,1
减少,nsubj 它,1
减少,dobj 数量,1
降低,dobj 成本,1
提取,nsubj 这里,1
没有,nsubj 特征,1
直观,nsubj 特征,1
用于,nsubj CNN,1
提取,dobj 向量,1
具备,dobj 维度,1
之一,nsubj 这,1
解决,nsubj 方法,1
解决,dobj 问题,1
回到,dobj 方法,1
训练,dobj 架构,1
输入,dobj 区域,1
候选,dobj 区域,1
有,nsubj 大小,1
有,dobj 不同,1
使,nsubj 作者,1
扭曲,dobj 图像,1
使,dobj 维度,1
使,dobj 要求,1
扭曲,dobj 图像,1
取得,nsubj 方法,1
取得,dobj 结果,1
存在,dobj 困难,1
超越,nsubj 方法,1
超越,nsubj 方法,1
有,nsubj 方法,1
有,dobj 介绍,1
部署,nsubj 公司,1
回答,dobj 问题,1
提升,dobj 性能,1
成为,nsubj 它们,1
成为,dobj 一部分,1
注意,nsubj 你,1
注意,dobj 它,1
案例,nsubj 以下,1
意味着,nsubj 引擎,1
意味着,nsubj 出现,1
被,nsubj 技术,1
使用,nsubj 大众,1
检索,nsubj 引擎,1
检索,dobj 图像,1
关键词,nsubj 用例,1
提供,nsubj 我们,1
提供,dobj 图像,1
要求,dobj 引擎,1
找出,dobj 图像,1
指定,dobj 条件,1
拍摄,nsubj 图像,1
包含,dobj 个人,1
有,dobj 引擎,1
使用,nsubj 形式,1
应用,nsubj 有,1
Yahoo,nsubj 网站,1
使用,nsubj 网站,1
使用,dobj 图像,1
名,dobj 搜索,1
图,dobj 搜图,1
支持,nsubj Yahoo,1
支持,dobj 搜索,1
不错,nsubj 结果,1
示,nsubj 图,1
值得,nsubj 网站,1
值得,dobj 关注,1
支持,dobj 搜索,1
搜索,nsubj 文本,1
支持,dobj 搜索,1
大,nsubj 范围,1
成为,nsubj 技术,1
成为,dobj 特征,1
大,nsubj 区别,1
实现,dobj Goggles,1
取代,nsubj Lens,1
获取,nsubj 它,1
获取,dobj 信息,1
得到,dobj 信息,1
提供,dobj 信息,1
开发,nsubj Pinterest,1
开发,dobj Lens,1
需要,nsubj 你,1
现有,dobj 衣物,1
需要,dobj 穿,1
穿,dobj 想法,1
拍,nsubj 你,1
拍,dobj 张照,1
返回,nsubj Lens,1
返回,dobj 建议,1
包括,nsubj 建议,1
购买,nsubj 你,1
包括,dobj 单品,1
快,nsubj 增长,1
成为,dobj 之一,1
系统,nsubj 案例,1
参见,dobj answering,1
普遍,nsubj 人,1
普遍,nsubj 脸识,1
在,dobj 中期,1
使用,dobj 人脸,1
使用,dobj 技术,1
普遍,nsubj 相机,1
出现,nsubj 领域,1
出现,dobj 成绩,1
具,dobj 争议,1
识别,nsubj 应用,1
识别,dobj 人物,1
用于,nsubj 这,1
用于,dobj 系统,1
添加,nsubj 系统,1
添加,dobj 过滤器,1
执行,dobj 搜索,1
阻止,dobj 选民,1
可用,nsubj 人,1
可用,dobj 场景,1
引发,nsubj 其中,1
系统,nsubj 用例,1
引发,dobj 系统,1
阻止,nsubj 目标,1
阻止,dobj 陌生人,1
出现,dobj 人脸,1
使用,dobj 图像,1
见,dobj 下图,1
阻止,dobj 示例,1
告知,dobj 人物,1
脸识,nsubj 人,1
令,dobj 人,1
有益,nsubj 技术,1
对抗,dobj 骚扰,1
厌倦,nsubj Go,1
厌倦,dobj 等待,1
提供,nsubj 商店,1
提供,dobj 体验,1
排队,nsubj 这里,1
没有,dobj 包装箱,1
简单,nsubj 思路,1
进入,nsubj 顾客,1
进入,dobj 商店,1
选择,dobj 商品,1
离开,dobj 商店,1
多亏,dobj 技术,1
下载,nsubj 顾客,1
下载,dobj app,1
帮助,nsubj app,1
帮助,dobj Amazon,1
识别,dobj 身份,1
想,nsubj 他们,1
进入,dobj 商店,1
提供,nsubj app,1
提供,dobj 二维码,1
出入,nsubj 顾客,1
出入,dobj 商店,1
进入,nsubj 顾客,1
进入,dobj 商店,1
读取,nsubj 闸机,1
读取,dobj 二维码,1
陪伴,nsubj 功能,1
陪伴,nsubj 其他人,1
陪伴,dobj 顾客,1
进入,dobj 商店,1
陪伴,dobj 者,1
安装,dobj 程序,1
移动,nsubj 顾客,1
处,nsubj 这,1
发挥,nsubj 视觉,1
发挥,dobj 作用,1
有,dobj 传感器,1
收集,nsubj 设备,1
收集,dobj 信息,1
检测,nsubj 它们,1
拿取,nsubj 顾客,1
检测,dobj 货品,1
取,nsubj 顾客,1
取,dobj 货品,1
改变,dobj 主意,1
收费,nsubj 系统,1
递给,dobj 顾客,1
支付,nsubj 顾客,1
支付,dobj 费用,1
创建,nsubj 系统,1
创建,dobj 包含,1
包含,dobj 购物车,1
进行,dobj 维护,1
使得,nsubj 这,1
使得,dobj 流程,1
完成,nsubj 顾客,1
完成,dobj 购物,1
走出,dobj 商店,1
让,nsubj 他们,1
让,nsubj 系统,1
让,dobj 顾客,1
扫描,dobj 二维码,1
记录,dobj 交易额,1
发送,dobj 通知,1
Go,nsubj Amazon,1
产生,nsubj Go,1
产生,nsubj 视觉,1
产生,dobj 影响,1
产生,dobj 案例,1
让,nsubj Autopilot,1
让,dobj 汽车,1
行驶,dobj 梦,1
提供,nsubj 技术,1
提供,dobj 功能,1
系统,nsubj 这,1
驾驶,dobj 汽车,1
强调,nsubj 特斯拉,1
控制,dobj 汽车,1
检测,nsubj 驾驶,1
追踪,dobj 实现,1
使,dobj 工作,1
武装,nsubj 汽车,1
提供,nsubj 摄像头,1
提供,dobj 图像,1
用于,nsubj 传感器,1
处理,nsubj 雷达,1
处理,dobj 信息,1
调整,nsubj 汽车,1
调整,dobj 速度,1
遇到,dobj 障碍物,1
变换,dobj 车道,1
带来,nsubj 技术,1
带来,nsubj 视觉,1
带来,dobj 影响,1
带来,dobj 案例,1
帮助,nsubj InnerEye,1
帮助,nsubj InnerEye,1
帮助,dobj 医生,1
放射,dobj 图像,1
处理,dobj 工具,1
识别,nsubj 目的,1
识别,dobj 肿瘤,1
学习,dobj 技术,1
输出,nsubj InnerEye,1
图像,nsubj 输出,1
展示,nsubj 截图,1
创建,nsubj InnerEye,1
展示,dobj 分割,1
看到,nsubj 你,1
控制,nsubj 专家,1
控制,dobj 工具,1
指引,dobj 它,1
执行,dobj 任务,1
运行,nsubj InnerEye,1
使得,nsubj 结果,1
伤害,dobj 器官,1
进行,dobj 放射,1
成为,dobj 可能,1
帮助,nsubj 结果,1
帮助,dobj 放射科,1
理解,nsubj 医生,1
序列,nsubj 图像,1
有,nsubj 疾病,1
有,dobj 发展,1
成为,nsubj 图像,1
成为,dobj 方式,1
用于,nsubj InnerEye,1
规划,dobj 手术,1
谈论,nsubj 视觉,1
谈论,nsubj 大家,1
意味着,nsubj 这,1
量级,nsubj 公司,1
受益,nsubj 量级,1
学习,dobj 技术,1
利用,nsubj 公司,1
高效,nsubj 技术,1
制定,dobj 决策,1
来看,nsubj 我们,1
来看,dobj 案例,1
帮助,nsubj Tryolabs,1
实现,dobj 系统,1
检查,nsubj 屋顶,1
扩展,dobj 处理,1
使用,dobj 计算机,1
分析,nsubj 专家,1
分析,dobj 照片,1
检测,dobj 损伤,1
准确,nsubj 分析,1
准确,nsubj 结果,1
耗时,nsubj 服务,1
有限,nsubj 资源,1
得到,nsubj 服务,1
得到,dobj 扩展,1
解决,dobj 问题,1
构建,nsubj 我们,1
理解,dobj 图像,1
识别,dobj 问题,1
构建,dobj 系统,1
开发,nsubj 我们,1
能够,dobj 问题,1
开发,dobj 网络,1
输入,dobj 图像,1
使,dobj 结果,1
用于,dobj 工具,1
有所,nsubj 收益,1
有所,dobj 增长,1
选择,nsubj 你,1
有,dobj 策略,1
选择,dobj 方式,1
实现,dobj 项目,1
利用,dobj 计算机,1
实现,nsubj 技术,1
取决于,nsubj 创新,1
取决于,dobj 数据,1
帮助,nsubj 问题,1
帮助,dobj 你,1
构建,dobj 路线图,1
降低,nsubj 方案,1
降低,dobj 成本,1
增加,dobj 收益,1
降低,nsubj 项目,1
降低,dobj 成本,1
提高,dobj 兼顾,1
定义,nsubj 你,1
定义,dobj 该项,1
定义,dobj 目标,1
产生,nsubj 它,1
产生,dobj 影响,1
衡量,dobj 成功,1
不同,nsubj 项目,1
定义,nsubj 你,1
定义,dobj 指标,1
设置,dobj 指标,1
确保,nsubj 你,1
认可,nsubj 科学家,1
保证,dobj 获取,1
开启,dobj 计算机,1
开启,dobj 项目,1
访问,nsubj 科学家,1
访问,dobj 数据,1
